,frame,timestamp,emotion,score,old_emotion,scene,emotion_shift
431,1293,56.21739130434783,no_emotion,0.84,neutral,10,False
432,1296,56.34782608695652,no_emotion,0.77,neutral,10,False
433,1299,56.47826086956522,no_emotion,0.85,neutral,10,False
434,1302,56.60869565217392,no_emotion,0.85,neutral,10,False
435,1305,56.73913043478261,no_emotion,0.77,neutral,10,False
436,1308,56.869565217391305,no_emotion,0.81,neutral,10,False
437,1311,57.0,no_emotion,0.77,neutral,10,False
438,1314,57.130434782608695,no_emotion,0.7,neutral,10,False
439,1317,57.26086956521739,no_emotion,0.64,neutral,10,False
440,1320,57.391304347826086,no_emotion,0.52,neutral,10,False
441,1323,57.52173913043478,no_emotion,0.61,neutral,10,False
442,1326,57.65217391304348,no_emotion,0.44,sad,10,False
443,1329,57.78260869565217,no_emotion,0.45,sad,10,False
444,1332,57.91304347826087,no_emotion,0.51,sad,10,False
445,1335,58.04347826086956,no_emotion,0.5,sad,10,False
446,1338,58.17391304347826,no_emotion,0.51,neutral,10,False
447,1341,58.30434782608695,no_emotion,0.46,neutral,10,False
448,1344,58.43478260869565,no_emotion,0.55,neutral,10,False
449,1347,58.56521739130435,no_emotion,0.64,neutral,10,False
450,1350,58.69565217391305,no_emotion,0.64,neutral,10,False
451,1353,58.82608695652174,no_emotion,0.59,neutral,10,False
452,1356,58.95652173913044,no_emotion,0.56,neutral,10,False
453,1359,59.08695652173913,no_emotion,0.0,,11,False
454,1362,59.21739130434783,no_emotion,0.33,neutral,11,False
455,1365,59.34782608695652,no_emotion,0.0,,11,False
456,1368,59.47826086956522,no_emotion,0.0,,11,False
457,1371,59.60869565217392,no_emotion,0.0,,11,False
458,1374,59.73913043478261,no_emotion,0.0,,11,False
459,1377,59.869565217391305,no_emotion,0.28,happy,11,False
460,1380,60.0,no_emotion,0.0,,11,False
461,1383,60.130434782608695,no_emotion,0.0,,11,False
462,1386,60.26086956521739,no_emotion,0.0,,11,False
463,1389,60.391304347826086,no_emotion,0.0,,11,False
464,1392,60.52173913043478,no_emotion,0.0,,11,False
465,1395,60.65217391304348,no_emotion,0.0,,11,False
466,1398,60.78260869565217,no_emotion,0.0,,11,False
467,1401,60.91304347826087,no_emotion,0.0,,11,False
468,1404,61.04347826086956,no_emotion,0.0,,11,False
469,1407,61.17391304347826,no_emotion,0.0,,11,False
470,1410,61.30434782608695,no_emotion,0.0,,11,False
471,1413,61.43478260869565,no_emotion,0.0,,11,False
472,1416,61.56521739130435,no_emotion,0.0,,11,False
473,1419,61.69565217391305,no_emotion,0.0,,11,False
474,1422,61.82608695652174,no_emotion,0.0,,11,False
475,1425,61.95652173913044,no_emotion,0.0,,11,False
476,1428,62.08695652173913,no_emotion,0.0,,11,False
477,1431,62.21739130434783,no_emotion,0.4,sad,12,False
478,1434,62.34782608695652,no_emotion,0.58,sad,12,False
479,1437,62.47826086956522,no_emotion,0.64,sad,12,False
480,1440,62.60869565217392,no_emotion,0.55,sad,12,False
481,1443,62.73913043478261,no_emotion,0.53,sad,12,False
482,1446,62.869565217391305,no_emotion,0.52,sad,12,False
483,1449,63.0,no_emotion,0.49,sad,12,False
484,1452,63.130434782608695,no_emotion,0.47,sad,12,False
485,1455,63.26086956521739,no_emotion,0.45,sad,12,False
486,1458,63.391304347826086,no_emotion,0.55,neutral,12,False
487,1461,63.52173913043478,no_emotion,0.62,neutral,12,False
488,1464,63.65217391304348,no_emotion,0.66,neutral,12,False
489,1467,63.78260869565217,no_emotion,0.4,neutral,12,False
490,1470,63.91304347826087,no_emotion,0.34,neutral,12,False
491,1473,64.04347826086956,no_emotion,0.39,neutral,12,False
492,1476,64.17391304347827,no_emotion,0.35,angry,12,False
493,1479,64.30434782608695,no_emotion,0.34,angry,12,False
494,1482,64.43478260869566,no_emotion,0.39,neutral,12,False
495,1485,64.56521739130434,no_emotion,0.46,neutral,12,False
496,1488,64.69565217391305,no_emotion,0.44,neutral,12,False
497,1491,64.82608695652173,no_emotion,0.47,neutral,12,False
498,1494,64.95652173913044,no_emotion,0.57,neutral,12,False
499,1497,65.08695652173913,no_emotion,0.57,neutral,12,False
500,1500,65.21739130434783,no_emotion,0.67,neutral,12,False
501,1503,65.34782608695652,no_emotion,0.71,neutral,12,False
502,1506,65.47826086956522,no_emotion,0.58,neutral,12,False
503,1509,65.6086956521739,no_emotion,0.39,sad,12,False
504,1512,65.73913043478261,no_emotion,0.68,sad,12,False
505,1515,65.8695652173913,no_emotion,0.44,sad,12,False
506,1518,66.0,no_emotion,0.61,sad,12,False
507,1521,66.1304347826087,no_emotion,0.46,happy,12,False
508,1524,66.26086956521739,no_emotion,0.47,happy,12,False
509,1527,66.3913043478261,no_emotion,0.43,neutral,12,False
510,1530,66.52173913043478,no_emotion,0.48,sad,12,False
511,1533,66.65217391304348,no_emotion,0.67,sad,12,False
512,1536,66.78260869565217,no_emotion,0.66,sad,12,False
513,1539,66.91304347826087,no_emotion,0.65,sad,12,False
514,1542,67.04347826086956,no_emotion,0.68,sad,12,False
515,1545,67.17391304347827,no_emotion,0.67,sad,12,False
516,1548,67.30434782608695,no_emotion,0.63,sad,12,False
517,1551,67.43478260869566,no_emotion,0.65,sad,12,False
518,1554,67.56521739130434,no_emotion,0.45,sad,12,False
519,1557,67.69565217391305,no_emotion,0.53,sad,12,False
520,1560,67.82608695652173,no_emotion,0.31,sad,12,False
521,1563,67.95652173913044,no_emotion,0.43,neutral,12,False
522,1566,68.08695652173913,no_emotion,0.39,angry,12,False
523,1569,68.21739130434783,no_emotion,0.91,neutral,13,False
524,1572,68.34782608695652,no_emotion,0.89,neutral,13,False
525,1575,68.47826086956522,no_emotion,0.9,neutral,13,False
526,1578,68.6086956521739,no_emotion,0.93,neutral,13,False
527,1581,68.73913043478261,no_emotion,0.93,neutral,13,False
528,1584,68.8695652173913,no_emotion,0.91,neutral,13,False
529,1587,69.0,no_emotion,0.92,neutral,13,False
530,1590,69.1304347826087,no_emotion,0.94,neutral,13,False
531,1593,69.26086956521739,no_emotion,0.92,neutral,13,False
532,1596,69.3913043478261,no_emotion,0.93,neutral,13,False
533,1599,69.52173913043478,no_emotion,0.89,neutral,13,False
534,1602,69.65217391304348,no_emotion,0.95,neutral,13,False
535,1605,69.78260869565217,neutral,0.97,neutral,13,True
536,1608,69.91304347826087,neutral,0.98,neutral,13,False
537,1611,70.04347826086956,neutral,0.97,neutral,13,False
538,1614,70.17391304347827,neutral,0.98,neutral,13,False
539,1617,70.30434782608695,no_emotion,0.94,neutral,13,False
540,1620,70.43478260869566,no_emotion,0.94,neutral,13,False
541,1623,70.56521739130434,no_emotion,0.85,neutral,13,False
542,1626,70.69565217391305,no_emotion,0.85,neutral,13,False
543,1629,70.82608695652173,no_emotion,0.54,neutral,13,False
544,1632,70.95652173913044,no_emotion,0.52,angry,13,False
545,1635,71.08695652173913,no_emotion,0.33,angry,13,False
546,1638,71.21739130434783,no_emotion,0.36,sad,13,False
547,1641,71.34782608695652,no_emotion,0.4,angry,13,False
548,1644,71.47826086956522,no_emotion,0.48,angry,13,False
549,1647,71.6086956521739,no_emotion,0.43,angry,13,False
550,1650,71.73913043478261,no_emotion,0.39,sad,13,False
551,1653,71.8695652173913,no_emotion,0.45,sad,13,False
552,1656,72.0,no_emotion,0.44,sad,13,False
553,1659,72.1304347826087,no_emotion,0.46,sad,13,False
554,1662,72.26086956521739,no_emotion,0.35,sad,13,False
555,1665,72.3913043478261,no_emotion,0.36,neutral,13,False
556,1668,72.52173913043478,no_emotion,0.43,angry,13,False
557,1671,72.65217391304348,no_emotion,0.4,sad,13,False
558,1674,72.78260869565217,no_emotion,0.47,angry,13,False
559,1677,72.91304347826087,no_emotion,0.38,angry,13,False
560,1680,73.04347826086956,no_emotion,0.68,neutral,13,False
561,1683,73.17391304347827,no_emotion,0.53,neutral,13,False
562,1686,73.30434782608695,no_emotion,0.41,happy,13,False
563,1689,73.43478260869566,no_emotion,0.45,sad,14,False
564,1692,73.56521739130434,no_emotion,0.37,sad,14,False
565,1695,73.69565217391305,no_emotion,0.42,sad,14,False
566,1698,73.82608695652173,no_emotion,0.55,sad,14,False
567,1701,73.95652173913044,no_emotion,0.66,sad,14,False
568,1704,74.08695652173913,no_emotion,0.54,sad,14,False
569,1707,74.21739130434783,no_emotion,0.6,sad,14,False
570,1710,74.34782608695652,no_emotion,0.58,sad,14,False
571,1713,74.47826086956522,no_emotion,0.57,sad,14,False
572,1716,74.6086956521739,no_emotion,0.57,sad,14,False
573,1719,74.73913043478261,no_emotion,0.52,sad,14,False
574,1722,74.8695652173913,no_emotion,0.46,sad,14,False
575,1725,75.0,no_emotion,0.42,sad,14,False
576,1728,75.1304347826087,no_emotion,0.41,sad,14,False
577,1731,75.26086956521739,no_emotion,0.5,angry,14,False
578,1734,75.3913043478261,no_emotion,0.44,angry,14,False
579,1737,75.52173913043478,no_emotion,0.5,angry,14,False
580,1740,75.65217391304348,no_emotion,0.4,sad,14,False
581,1743,75.78260869565217,no_emotion,0.38,sad,14,False
582,1746,75.91304347826087,no_emotion,0.37,sad,14,False
583,1749,76.04347826086956,no_emotion,0.48,sad,14,False
584,1752,76.17391304347827,no_emotion,0.51,sad,14,False
585,1755,76.30434782608695,no_emotion,0.54,sad,14,False
586,1758,76.43478260869566,no_emotion,0.41,angry,14,False
587,1761,76.56521739130434,no_emotion,0.52,sad,14,False
588,1764,76.69565217391305,no_emotion,0.4,angry,14,False
589,1767,76.82608695652173,no_emotion,0.41,sad,14,False
590,1770,76.95652173913044,no_emotion,0.4,sad,15,False
591,1773,77.08695652173913,no_emotion,0.0,,15,False
592,1776,77.21739130434783,no_emotion,0.0,,15,False
593,1779,77.34782608695652,no_emotion,0.0,,15,False
594,1782,77.47826086956522,no_emotion,0.0,,15,False
595,1785,77.6086956521739,no_emotion,0.0,,15,False
596,1788,77.73913043478261,no_emotion,0.0,,15,False
597,1791,77.8695652173913,no_emotion,0.0,,15,False
598,1794,78.0,no_emotion,0.0,,16,False
599,1797,78.1304347826087,no_emotion,0.0,,16,False
600,1800,78.26086956521739,no_emotion,0.0,,16,False
601,1803,78.3913043478261,no_emotion,0.0,,16,False
602,1806,78.52173913043478,no_emotion,0.0,,16,False
603,1809,78.65217391304348,no_emotion,0.0,,16,False
604,1812,78.78260869565217,no_emotion,0.0,,16,False
605,1815,78.91304347826087,no_emotion,0.0,,16,False
606,1818,79.04347826086956,no_emotion,0.0,,16,False
607,1821,79.17391304347827,no_emotion,0.0,,16,False
608,1824,79.30434782608695,no_emotion,0.0,,16,False
609,1827,79.43478260869566,no_emotion,0.0,,16,False
610,1830,79.56521739130434,no_emotion,0.0,,16,False
611,1833,79.69565217391305,no_emotion,0.0,,16,False
612,1836,79.82608695652173,no_emotion,0.49,sad,17,False
613,1839,79.95652173913044,no_emotion,0.49,sad,17,False
614,1842,80.08695652173913,no_emotion,0.58,sad,17,False
615,1845,80.21739130434783,no_emotion,0.64,sad,17,False
616,1848,80.34782608695652,no_emotion,0.51,sad,17,False
617,1851,80.47826086956522,no_emotion,0.51,sad,17,False
618,1854,80.6086956521739,no_emotion,0.53,sad,17,False
619,1857,80.73913043478261,no_emotion,0.57,sad,17,False
620,1860,80.8695652173913,no_emotion,0.56,sad,17,False
621,1863,81.0,no_emotion,0.47,sad,17,False
622,1866,81.1304347826087,no_emotion,0.47,sad,17,False
623,1869,81.26086956521739,no_emotion,0.38,sad,17,False
624,1872,81.3913043478261,no_emotion,0.4,sad,17,False
625,1875,81.52173913043478,no_emotion,0.52,sad,17,False
626,1878,81.65217391304348,no_emotion,0.52,sad,17,False
627,1881,81.78260869565217,no_emotion,0.55,sad,17,False
628,1884,81.91304347826087,no_emotion,0.5,sad,17,False
629,1887,82.04347826086956,no_emotion,0.55,sad,17,False
630,1890,82.17391304347827,no_emotion,0.61,sad,17,False
631,1893,82.30434782608695,no_emotion,0.51,sad,17,False
632,1896,82.43478260869566,no_emotion,0.59,sad,17,False
633,1899,82.56521739130434,no_emotion,0.58,sad,17,False
634,1902,82.69565217391305,no_emotion,0.69,sad,17,False
635,1905,82.82608695652173,no_emotion,0.69,sad,17,False
636,1908,82.95652173913044,no_emotion,0.65,sad,17,False
637,1911,83.08695652173913,no_emotion,0.65,sad,17,False
638,1914,83.21739130434783,no_emotion,0.69,sad,17,False
639,1917,83.34782608695652,no_emotion,0.68,sad,17,False
640,1920,83.47826086956522,no_emotion,0.67,sad,17,False
641,1923,83.6086956521739,no_emotion,0.68,sad,17,False
642,1926,83.73913043478261,no_emotion,0.73,sad,17,False
643,1929,83.8695652173913,no_emotion,0.72,sad,17,False
644,1932,84.0,no_emotion,0.59,sad,17,False
645,1935,84.1304347826087,no_emotion,0.54,sad,17,False
646,1938,84.26086956521739,no_emotion,0.56,sad,17,False
647,1941,84.3913043478261,no_emotion,0.5,sad,17,False
648,1944,84.52173913043478,no_emotion,0.46,sad,17,False
649,1947,84.65217391304348,no_emotion,0.51,sad,17,False
650,1950,84.78260869565217,no_emotion,0.48,sad,17,False
651,1953,84.91304347826087,no_emotion,0.45,sad,17,False
652,1956,85.04347826086956,no_emotion,0.49,sad,17,False
653,1959,85.17391304347827,no_emotion,0.46,sad,17,False
654,1962,85.30434782608695,no_emotion,0.42,sad,17,False
655,1965,85.43478260869566,no_emotion,0.49,sad,17,False
656,1968,85.56521739130434,no_emotion,0.46,sad,17,False
657,1971,85.69565217391305,no_emotion,0.47,neutral,17,False
658,1974,85.82608695652173,no_emotion,0.4,sad,17,False
659,1977,85.95652173913044,no_emotion,0.41,sad,18,False
660,1980,86.08695652173913,no_emotion,0.5,sad,18,False
661,1983,86.21739130434783,no_emotion,0.46,sad,18,False
662,1986,86.34782608695652,no_emotion,0.51,sad,18,False
663,1989,86.47826086956522,no_emotion,0.51,sad,18,False
664,1992,86.6086956521739,no_emotion,0.53,sad,18,False
665,1995,86.73913043478261,no_emotion,0.55,sad,18,False
666,1998,86.8695652173913,no_emotion,0.58,sad,18,False
667,2001,87.0,no_emotion,0.62,sad,18,False
668,2004,87.1304347826087,no_emotion,0.68,sad,18,False
669,2007,87.26086956521739,no_emotion,0.61,sad,18,False
670,2010,87.3913043478261,no_emotion,0.62,sad,18,False
671,2013,87.52173913043478,no_emotion,0.57,sad,18,False
672,2016,87.65217391304348,no_emotion,0.55,sad,18,False
673,2019,87.78260869565217,no_emotion,0.53,sad,18,False
674,2022,87.91304347826087,no_emotion,0.57,sad,18,False
675,2025,88.04347826086956,no_emotion,0.57,sad,18,False
676,2028,88.17391304347827,no_emotion,0.52,sad,18,False
677,2031,88.30434782608695,no_emotion,0.61,sad,18,False
678,2034,88.43478260869566,no_emotion,0.41,sad,18,False
679,2037,88.56521739130434,no_emotion,0.5,neutral,18,False
680,2040,88.69565217391305,no_emotion,0.36,fear,18,False
681,2043,88.82608695652173,no_emotion,0.4,neutral,18,False
682,2046,88.95652173913044,no_emotion,0.43,neutral,18,False
683,2049,89.08695652173913,no_emotion,0.42,neutral,18,False
684,2052,89.21739130434783,no_emotion,0.32,angry,18,False
685,2055,89.34782608695652,no_emotion,0.44,neutral,18,False
686,2058,89.47826086956522,no_emotion,0.35,neutral,18,False
687,2061,89.6086956521739,no_emotion,0.39,neutral,18,False
688,2064,89.73913043478261,no_emotion,0.31,fear,18,False
689,2067,89.8695652173913,no_emotion,0.57,neutral,18,False
690,2070,90.0,no_emotion,0.46,neutral,18,False
691,2073,90.1304347826087,no_emotion,0.29,neutral,18,False
692,2076,90.2608695652174,no_emotion,0.53,neutral,18,False
693,2079,90.3913043478261,no_emotion,0.33,sad,18,False
694,2082,90.52173913043478,no_emotion,0.78,neutral,19,False
695,2085,90.65217391304348,no_emotion,0.89,neutral,19,False
696,2088,90.78260869565216,no_emotion,0.56,neutral,19,False
697,2091,90.91304347826087,no_emotion,0.84,neutral,19,False
698,2094,91.04347826086956,no_emotion,0.78,neutral,19,False
699,2097,91.17391304347828,no_emotion,0.92,neutral,19,False
700,2100,91.30434782608695,no_emotion,0.8,neutral,19,False
701,2103,91.43478260869566,no_emotion,0.86,neutral,19,False
702,2106,91.56521739130434,no_emotion,0.95,neutral,19,False
703,2109,91.69565217391305,no_emotion,0.86,neutral,19,False
704,2112,91.82608695652172,neutral,0.96,neutral,19,True
705,2115,91.95652173913044,neutral,0.96,neutral,19,False
706,2118,92.08695652173913,no_emotion,0.81,neutral,19,False
707,2121,92.21739130434784,no_emotion,0.91,neutral,19,False
708,2124,92.34782608695652,no_emotion,0.7,neutral,19,False
709,2127,92.47826086956522,no_emotion,0.81,neutral,19,False
710,2130,92.6086956521739,no_emotion,0.75,neutral,19,False
711,2133,92.7391304347826,no_emotion,0.8,neutral,19,False
712,2136,92.8695652173913,no_emotion,0.76,neutral,19,False
713,2139,93.0,no_emotion,0.75,neutral,19,False
714,2142,93.1304347826087,no_emotion,0.8,neutral,19,False
715,2145,93.2608695652174,no_emotion,0.53,neutral,19,False
716,2148,93.3913043478261,no_emotion,0.53,sad,19,False
717,2151,93.52173913043478,no_emotion,0.56,sad,19,False
718,2154,93.65217391304348,no_emotion,0.62,neutral,19,False
719,2157,93.78260869565216,no_emotion,0.54,sad,19,False
720,2160,93.91304347826087,no_emotion,0.5,sad,19,False
721,2163,94.04347826086956,no_emotion,0.7,neutral,19,False
722,2166,94.17391304347828,no_emotion,0.78,neutral,19,False
723,2169,94.30434782608695,no_emotion,0.59,neutral,19,False
724,2172,94.43478260869566,no_emotion,0.62,neutral,19,False
725,2175,94.56521739130434,no_emotion,0.55,neutral,19,False
726,2178,94.69565217391305,no_emotion,0.75,neutral,19,False
727,2181,94.82608695652172,no_emotion,0.69,neutral,19,False
728,2184,94.95652173913044,no_emotion,0.66,neutral,19,False
729,2187,95.08695652173913,no_emotion,0.71,neutral,19,False
730,2190,95.21739130434784,no_emotion,0.66,neutral,19,False
731,2193,95.34782608695652,no_emotion,0.77,neutral,19,False
732,2196,95.47826086956522,no_emotion,0.68,neutral,19,False
733,2199,95.6086956521739,no_emotion,0.6,neutral,19,False
734,2202,95.7391304347826,no_emotion,0.55,neutral,19,False
735,2205,95.8695652173913,no_emotion,0.74,neutral,19,False
736,2208,96.0,no_emotion,0.4,neutral,20,False
737,2211,96.1304347826087,no_emotion,0.31,sad,20,False
738,2214,96.2608695652174,no_emotion,0.48,neutral,20,False
739,2217,96.3913043478261,no_emotion,0.46,neutral,20,False
740,2220,96.52173913043478,no_emotion,0.66,neutral,20,False
741,2223,96.65217391304348,no_emotion,0.85,neutral,20,False
742,2226,96.78260869565216,no_emotion,0.83,neutral,20,False
743,2229,96.91304347826087,no_emotion,0.41,neutral,20,False
744,2232,97.04347826086956,no_emotion,0.56,neutral,20,False
745,2235,97.17391304347828,no_emotion,0.65,neutral,20,False
746,2238,97.30434782608695,no_emotion,0.59,neutral,20,False
747,2241,97.43478260869566,no_emotion,0.68,neutral,20,False
748,2244,97.56521739130434,no_emotion,0.35,fear,20,False
749,2247,97.69565217391305,no_emotion,0.33,fear,20,False
750,2250,97.82608695652172,no_emotion,0.63,neutral,20,False
751,2253,97.95652173913044,no_emotion,0.39,neutral,20,False
752,2256,98.08695652173913,no_emotion,0.47,neutral,20,False
753,2259,98.21739130434784,no_emotion,0.35,fear,20,False
754,2262,98.34782608695652,no_emotion,0.55,neutral,20,False
755,2265,98.47826086956522,no_emotion,0.73,neutral,20,False
756,2268,98.6086956521739,no_emotion,0.55,neutral,20,False
757,2271,98.7391304347826,no_emotion,0.39,neutral,20,False
758,2274,98.8695652173913,no_emotion,0.58,neutral,20,False
759,2277,99.0,no_emotion,0.5,neutral,21,False
760,2280,99.1304347826087,no_emotion,0.81,neutral,21,False
761,2283,99.2608695652174,no_emotion,0.6,neutral,21,False
762,2286,99.3913043478261,no_emotion,0.55,neutral,21,False
763,2289,99.52173913043478,no_emotion,0.7,neutral,21,False
764,2292,99.65217391304348,no_emotion,0.69,neutral,21,False
765,2295,99.78260869565216,no_emotion,0.76,neutral,21,False
766,2298,99.91304347826087,no_emotion,0.7,neutral,21,False
767,2301,100.04347826086956,no_emotion,0.73,neutral,21,False
768,2304,100.17391304347828,no_emotion,0.84,neutral,21,False
769,2307,100.30434782608695,no_emotion,0.7,neutral,21,False
770,2310,100.43478260869566,no_emotion,0.62,neutral,21,False
771,2313,100.56521739130434,no_emotion,0.53,neutral,22,False
772,2316,100.69565217391305,no_emotion,0.54,neutral,22,False
773,2319,100.82608695652172,no_emotion,0.63,neutral,22,False
774,2322,100.95652173913044,no_emotion,0.36,sad,22,False
775,2325,101.08695652173913,no_emotion,0.35,sad,22,False
776,2328,101.21739130434784,no_emotion,0.38,sad,22,False
777,2331,101.34782608695652,no_emotion,0.39,sad,22,False
778,2334,101.47826086956522,no_emotion,0.34,neutral,22,False
779,2337,101.6086956521739,no_emotion,0.32,neutral,22,False
780,2340,101.7391304347826,no_emotion,0.34,neutral,22,False
781,2343,101.8695652173913,no_emotion,0.46,sad,22,False
782,2346,102.0,no_emotion,0.42,neutral,22,False
783,2349,102.1304347826087,no_emotion,0.54,neutral,22,False
784,2352,102.2608695652174,no_emotion,0.63,neutral,22,False
785,2355,102.3913043478261,no_emotion,0.53,neutral,22,False
786,2358,102.52173913043478,no_emotion,0.63,neutral,22,False
787,2361,102.65217391304348,no_emotion,0.52,neutral,22,False
788,2364,102.78260869565216,no_emotion,0.63,neutral,22,False
789,2367,102.91304347826087,no_emotion,0.55,neutral,22,False
790,2370,103.04347826086956,no_emotion,0.49,neutral,22,False
791,2373,103.17391304347828,no_emotion,0.5,sad,22,False
792,2376,103.30434782608695,no_emotion,0.5,sad,22,False
793,2379,103.43478260869566,no_emotion,0.43,sad,22,False
794,2382,103.56521739130434,no_emotion,0.46,neutral,22,False
795,2385,103.69565217391305,no_emotion,0.62,neutral,22,False
796,2388,103.82608695652172,no_emotion,0.3,neutral,22,False
797,2391,103.95652173913044,no_emotion,0.62,neutral,22,False
798,2394,104.08695652173913,no_emotion,0.42,neutral,22,False
799,2397,104.21739130434784,no_emotion,0.51,neutral,22,False
800,2400,104.34782608695652,no_emotion,0.43,sad,22,False
801,2403,104.47826086956522,no_emotion,0.37,sad,22,False
802,2406,104.6086956521739,no_emotion,0.49,angry,22,False
803,2409,104.7391304347826,no_emotion,0.4,sad,22,False
804,2412,104.8695652173913,no_emotion,0.41,sad,22,False
805,2415,105.0,no_emotion,0.33,neutral,22,False
806,2418,105.1304347826087,no_emotion,0.29,neutral,22,False
807,2421,105.2608695652174,no_emotion,0.34,angry,22,False
808,2424,105.3913043478261,no_emotion,0.42,neutral,22,False
809,2427,105.52173913043478,no_emotion,0.36,neutral,22,False
810,2430,105.65217391304348,no_emotion,0.36,sad,22,False
811,2433,105.78260869565216,no_emotion,0.33,sad,22,False
812,2436,105.91304347826087,no_emotion,0.31,fear,22,False
813,2439,106.04347826086956,no_emotion,0.42,sad,22,False
814,2442,106.17391304347828,no_emotion,0.63,sad,22,False
815,2445,106.30434782608695,no_emotion,0.57,sad,22,False
816,2448,106.43478260869566,no_emotion,0.45,sad,22,False
817,2451,106.56521739130434,no_emotion,0.51,sad,23,False
818,2454,106.69565217391305,no_emotion,0.59,neutral,23,False
819,2457,106.82608695652172,no_emotion,0.57,neutral,23,False
820,2460,106.95652173913044,no_emotion,0.35,neutral,23,False
821,2463,107.08695652173913,no_emotion,0.86,neutral,23,False
822,2466,107.21739130434784,no_emotion,0.82,neutral,23,False
823,2469,107.34782608695652,no_emotion,0.91,neutral,23,False
824,2472,107.47826086956522,no_emotion,0.88,neutral,23,False
825,2475,107.6086956521739,no_emotion,0.94,neutral,23,False
826,2478,107.7391304347826,no_emotion,0.92,neutral,23,False
827,2481,107.8695652173913,no_emotion,0.74,neutral,23,False
828,2484,108.0,no_emotion,0.5,neutral,23,False
829,2487,108.1304347826087,no_emotion,0.44,neutral,23,False
830,2490,108.2608695652174,no_emotion,0.89,neutral,23,False
831,2493,108.3913043478261,no_emotion,0.85,neutral,23,False
832,2496,108.52173913043478,no_emotion,0.9,neutral,23,False
833,2499,108.65217391304348,no_emotion,0.89,neutral,23,False
834,2502,108.78260869565216,no_emotion,0.89,neutral,23,False
835,2505,108.91304347826087,no_emotion,0.88,neutral,23,False
836,2508,109.04347826086956,no_emotion,0.9,neutral,23,False
837,2511,109.17391304347828,no_emotion,0.9,neutral,23,False
838,2514,109.30434782608695,no_emotion,0.73,neutral,23,False
839,2517,109.43478260869566,no_emotion,0.83,neutral,23,False
840,2520,109.56521739130434,no_emotion,0.7,neutral,23,False
841,2523,109.69565217391305,no_emotion,0.84,neutral,23,False
842,2526,109.82608695652172,no_emotion,0.63,neutral,23,False
843,2529,109.95652173913044,no_emotion,0.91,neutral,23,False
844,2532,110.08695652173913,no_emotion,0.8,neutral,23,False
845,2535,110.21739130434784,no_emotion,0.84,neutral,23,False
846,2538,110.34782608695652,no_emotion,0.87,neutral,23,False
847,2541,110.47826086956522,no_emotion,0.91,neutral,23,False
848,2544,110.6086956521739,no_emotion,0.8,neutral,23,False
